Flute,E5 A5,3,DiatonicScale,C,Melodic
Violin,C5 F5,3,DiatonicScale,C,Melodic
Violoncello,C4 E4,5,DiatonicScale,C,Melodic
Contrabass,C3 G3,3,DiatonicScale,C,Melodic
Tuba,E2 A2,5,DiatonicScale,C,Melodic
Piano,C3 G5,2,DiatonicScale,C,Harmonic
