Soprano,D4 B4,2,MelodicMinorScale,A,Melodic
Alto,A3 G4,2,MinorScale,A,Melodic
Tenor,C3 C4,2,MinorScale,A,Melodic
Bass,G2 A3,2,MinorScale,A,Melodic
